Title;Hours Viewed;Views
Street Flow 2 // Banlieusards 2;2300000;1400000
High Infidelity;1900000;1400000
Hi Nanna;3700000;1400000
Dog Days // 도그데이즈;2600000;1400000
The Champion // El campeón;2500000;1400000
The Elephant Whisperers;1000000;1400000
First Knight;3100000;1400000
Tell Them You Love Me;2300000;1400000
The Killer // O Matador;2300000;1400000
Hostel: Part III;2100000;1400000
My Oni Girl // 好きでも嫌いなあまのじゃく;2400000;1400000
U.S. Marshals;3100000;1400000
Sliver;2500000;1400000
Think Like a Man;3000000;1400000
Burn After Reading;2200000;1400000
The Follies // Las locuras;2900000;1400000
Thank You, I'm Sorry // Tack och förlåt;2100000;1400000
Battle: Los Angeles;2800000;1400000
The Waiter (2024);2400000;1400000
The Playroom // Evcilik;2300000;1400000
Warm Bodies;2300000;1400000
Mundo Bita - Bita e as Brincadeiras;700000;1400000
Concrete Cowboy;2600000;1400000
Mountain Queen: The Summits of Lhakpa Sherpa;2500000;1400000
Miller's Girl;2100000;1400000
Gold Brick // Cash;2200000;1400000
Greater;3200000;1400000
Detective Conan the Movie: The Crimson Love Letter // 劇場版 名探偵コナン から紅の恋歌;2700000;1400000
Devil Is a Liar;3300000;1400000
Prayers for the Stolen // Noche de fuego;2500000;1400000
CJ7 // 長江七號 // 长江七号;2000000;1400000
Twisted (2004);2300000;1400000
Assalamualaikum Baitullah;2300000;1400000
Father Christmas Is Back;2500000;1400000
Raw (Hindi) (2022);3800000;1400000
Terminator Genisys;3100000;1400000
Catch and Release (2006);2600000;1400000
One Hit Wonder;2600000;1400000
Offering to the Storm // Ofrenda a la tormenta;3400000;1400000
Gone Running // Futni mentem;2300000;1400000
Living with Leopards;1700000;1400000
Copshop;2400000;1400000
Twenty-Something, Divorced and Fabulous // Veinteañera, divorciada y fantástica;2200000;1400000
Turkish for Beginners // Türkisch für Anfänger;2500000;1400000
Exhuma // 파묘;3100000;1400000
Curry & Cyanide - The Jolly Joseph Case;2300000;1400000
Glory (1989);2800000;1400000
Amores perros;3500000;1400000
Where Am I Going? // Quo vado?;1900000;1400000
A Little White Lie;2300000;1400000
Venice Calling // Venise N’est Pas En Italie;2200000;1400000
Vanilla Sky;3300000;1400000
Killer Book Club // El club de los lectores criminales;2100000;1400000
The Claus Family 2 // De Familie Claus 2;2300000;1400000
The Dressmaker (2015);2800000;1400000
Joker (2019);2900000;1400000
The Half Of It;2500000;1400000
Parker (2013);2700000;1400000
Clean (2022);2200000;1400000
In the Lost Lands;2300000;1400000
Anpanman: Nyani from the Country of Dreamcat // 映画 それいけ! アンパンマン 夢猫の国のニャニイ;1200000;1400000
Paul Blart: Mall Cop 2;2200000;1400000
Lilly (2024);2200000;1400000
Run Rabbit Run;2200000;1400000
Runaway Bride;2800000;1400000
Coneheads;2000000;1400000
Boruto: Naruto the Movie;2100000;1400000
A Perfect Murder;2500000;1400000
The Binding // Il legame;2200000;1400000
The Bikeriders;2600000;1400000
Are We There Yet? (2005);2300000;1400000
Felon;2400000;1400000
Get the Goat // Cabras da Peste;2300000;1400000
Spies in Disguise;2400000;1400000
The Lucky One (2012);2300000;1400000
Tabayyun;2600000;1400000
Will & Harper;2700000;1400000
Viral (2016);2100000;1400000
From the Ashes // جرس إنذار;2100000;1400000
The Water Man;2100000;1400000
The Remarkable Life of Ibelin;2500000;1400000
The Redemption of Sin // Tebusan Dosa;2700000;1400000
Race (2016);3100000;1400000
Kahar: Kapla High Council;2400000;1400000
Green Zone;2700000;1400000
Bring Her Back;2400000;1400000
Starship Troopers (1997);3100000;1400000
Zim Zim Ala Kazim;1700000;1400000
Talaash // तलाश;3300000;1400000
How to Be a Latin Lover;2600000;1400000
Guntur Kaaram (Hindi);3700000;1400000
Hitman (2007);2200000;1400000
As Vidas de Chico Xavier;3000000;1400000
Upin & Ipin: The Lone Gibbon Kris // Upin & Ipin Keris Siamang Tunggal;2300000;1400000
Detective Conan the Movie: The Darkest Nightmare // 劇場版 名探偵コナン 純黒の悪夢;2600000;1400000
In Waves and War;2500000;1400000
Enough Said;2100000;1400000
Happy Ending;2100000;1400000
Martabat: Misi Berdarah;2800000;1400000
Our Father;2200000;1400000
23 Blast;2300000;1400000
On the Basis of Sex;2800000;1400000
Soltera, casada, viuda, divorciada 2;2500000;1400000
We Grown Now;2100000;1400000
The To Do List;2500000;1400000
Escape from Pretoria;2500000;1400000
TAU;2100000;1300000
Extinction (2015);2400000;1300000
The Contractor (2022);2100000;1300000
Luccas Neto em: O Plano dos Vilões;2200000;1300000
Mimi (2021);3000000;1300000
Detective Conan the Movie: Quarter of Silence // 劇場版 名探偵コナン 沈黙の15分;2400000;1300000
Detective Conan the Movie: Raven Chaser // 劇場版 名探偵コナン 漆黒の追跡者;2500000;1300000
The Corpse Washer // Pemandi Jenazah;2400000;1300000
Survivor (2015);2100000;1300000
Pusaka (2024);2000000;1300000
My Happy Marriage // わたしの幸せな結婚;2400000;1300000
Bulbbul // बुलबुल;2000000;1300000
The (Almost) Legends // Los (casi) ídolos de Bahía Colorada;2200000;1300000
Holiday Rush;2100000;1300000
Fighting (2009);2200000;1300000
Dumb Money;2200000;1300000
Hostel (2005);2100000;1300000
The Shallows (2016);1800000;1300000
Taking Lives;2300000;1300000
Hook (1991);3100000;1300000
Gumraah // गुमराह;2700000;1300000
Kabir Singh // कबीर सिंह;3800000;1300000
The Shallows;1900000;1300000
Dangal // दंगल;3400000;1300000
Dawn of the Dead (2004);2200000;1300000
The Rebound (2009);2000000;1300000
Peter Pan (2003);2600000;1300000
See for Me;1900000;1300000
The Yin Yang Master // 侍神令;2500000;1300000
Dream Girl 2 // ड्रीम गर्ल 2;2600000;1300000
Maximum Penalty 2 // La Pena Máxima 2;1900000;1300000
Miss Americana;1900000;1300000
The Switch (2010);2100000;1300000
The Swarm // La Nuée;2200000;1300000
Un/Happy For You;2500000;1300000
I'm Glad It's Christmas;1800000;1300000
Silver Skates // Серебряные коньки;3000000;1300000
Hell Camp: Teen Nightmare;1900000;1300000
Heartsping: Teenieping of Love // 사랑의 하츄핑;1900000;1300000
Gatao: Big Brothers // 角頭: 鬥陣欸 // 角头：斗阵欸;2700000;1300000
Time to Hunt // 사냥의 시간;2900000;1300000
All Together Now;2000000;1300000
Get the Grift // Os Salafrários;2100000;1300000
The Best of Enemies (2019);2700000;1300000
The Kitchen;2400000;1300000
Crayon Shin-chan the Movie: The Legend Called: Dance! Amigo! // 映画クレヨンしんちゃん 伝説を呼ぶ 踊れ! アミーゴ!;1900000;1300000
Sly;2100000;1300000
Those Who Wish Me Dead;2100000;1300000
Closer (2004);2300000;1300000
Linda de Morrer;1700000;1300000
Fantasy Football Ruined Our Lives // Ogni maledetto Fantacalcio;2100000;1300000
The Purge: Election Year;2300000;1300000
Camping 3;2200000;1300000
Jaws 2;2500000;1300000
First They Killed My Father;2800000;1300000
The Crow (2024);2300000;1300000
Johnny English Strikes Again;2000000;1300000
Gangs of New York;3500000;1300000
Leave No Trace (2018);2300000;1300000
A Man of Action // Un hombre de acción;2500000;1300000
Step Brothers;2100000;1300000
Kids on the Block // Can Dostlar;2100000;1300000
Eagle Eye;2500000;1300000
Arthur Christmas;2000000;1300000
Boys on the Side;2400000;1300000
When Marnie Was There // 思い出のマーニー;2300000;1300000
What's Love Got to Do with It? (2022);2300000;1300000
Ghost Rider (2007);2300000;1300000
Hairspray (2007);2600000;1300000
Exit Wounds;2200000;1300000
Crayon Shinchan: Very Tasty! B-class Gourmet Survival!! // 映画クレヨンしんちゃん バカうまっ! B級グルメサバイバル!!;2000000;1300000
The Last Summer;2500000;1300000
Austin Powers in Goldmember;2100000;1300000
Gone Baby Gone;2400000;1300000
Ayakçı;2200000;1300000
Ready to Mingle // Solteras;2000000;1300000
Really Love;2000000;1300000
Pilot // 파일럿;2500000;1300000
Death on Holiday // Moartea în vacanță;1900000;1300000
War for the Planet of the Apes;3000000;1300000
Peppa Pig: Festival of Fun;1400000;1300000
Ehrengard: The Art of Seduction // Ehrengard: Forførelsens kunst;2100000;1300000
Fatale;2200000;1300000
Father's Haunted House // Rumah Dinas Bapak;2000000;1300000
Dad Wanted // Se busca papá;2300000;1300000
Volevo un figlio maschio;2100000;1300000
Jumping the Broom;2400000;1300000
The Stranger;2400000;1300000
Premante: Thrillu Prapthirasthu;3000000;1300000
Detective Conan : The Private Eyes' Requiem // 劇場版 名探偵コナン 探偵たちの鎮魂歌;2400000;1300000
Cold Mountain;3400000;1300000
Murder Mubarak // मर्डर मुबारक;3100000;1300000
Mujigae;2400000;1300000
Detective Conan the Movie: Sunflowers of Inferno // 劇場版 名探偵コナン 業火の向日葵;2400000;1300000
Infinity Pool;2500000;1300000
Influencer (2022);2000000;1300000
Lovesick // 有病才會喜歡你 // 有病才会喜欢你;2400000;1300000
La La Land (2016);2800000;1300000
The Five-Year Engagement;2600000;1300000
Breaking the Silence: The Maria Soledad Case // María Soledad: El fin del silencio;2100000;1300000
Anna Nicole Smith: You Don't Know Me;2500000;1300000
El Dashash // الدشاش;2500000;1300000
White Noise (2005);2200000;1300000
The Expendables (2010);2200000;1300000
The Entitled;2300000;1300000
Friends with Money;2000000;1300000
Resident Evil: Afterlife;2000000;1300000
Recep İvedik 6;2300000;1300000
A Haunted House (2013);1800000;1300000
The Trial of the Chicago 7;2800000;1300000
The Trip // I onde dager;2600000;1300000
Black Mirror: Bandersnatch;2000000;1300000
The Minimalists: Less Is Now;1100000;1300000
John Q;2400000;1300000
Brothers (2009);2200000;1300000
Ferris Bueller's Day Off;2200000;1300000
Ada Omo Daddy;2700000;1300000
S.O.S.: Women to the Sea // S.O.S.: Mulheres ao Mar;2100000;1300000
Haseen Dillruba // हसीन दिलरुबा;3000000;1300000
A Vineyard Christmas;2000000;1300000
Bad Trip;1900000;1300000
Bad Words;1900000;1300000
The Climb // L'ascension;2200000;1300000
Kick // किक;3100000;1300000
Mr. Monk's Last Case: A Monk Movie;2100000;1300000
Deck the Halls (2006);2000000;1300000
American History X;2600000;1300000
Raees // रईस;3200000;1300000
Remember Me (2010);2400000;1300000
The Blair Witch Project;1700000;1300000
The Social Network;2700000;1300000
Chak De! India // चक दे! इंडिया;3300000;1300000
Playing with children // اللعب مع العيال;2900000;1300000
I'm No Longer Here // Ya no estoy aquí;2200000;1200000
Case Départ;2000000;1200000
Taken 2;1800000;1200000
Fullmetal Alchemist The Revenge of Scar // 鋼の錬金術師 完結編 復讐者スカー;2600000;1200000
From Up on Poppy Hill // コクリコ坂から;1800000;1200000
Dabangg 3 // दबंग 3;2900000;1200000
The Redeem Team;1900000;1200000
Bonnie & Clyde;3400000;1200000
The Anthrax Attacks;1900000;1200000
Guest House (2020);1600000;1200000
The Seventh Sign;1900000;1200000
Chernobyl 1986 // Чернобыль;2800000;1200000
비상선언;2500000;1200000
House of Ga'a;2200000;1200000
Love Child (2024);1900000;1200000
Do Unto Others // ロストケア;2200000;1200000
Behind the Curtain: Stranger Things The First Shadow;1600000;1200000
The Interpreter (2005);2500000;1200000
Desperados;2200000;1200000
Into the Wind // Pod wiatr;2100000;1200000
Summit Fever;2200000;1200000
Unknown: Cave of Bones;1900000;1200000
Shaun of the Dead;2000000;1200000
Ip Man // 葉問 // 叶问;2200000;1200000
Fearless;1700000;1200000
Godzilla (1998);2800000;1200000
The Final Destination;1600000;1200000
The Final: Attack on Wembley;1600000;1200000
Bad Shabbos;1700000;1200000
Shot Caller;2300000;1200000
Rose Island // L'incredibile storia dell'Isola delle Rose;2300000;1200000
The Great Seduction // La gran seducción;1800000;1200000
Autumn and the Black Jaguar;2000000;1200000
Just Say Yes;1900000;1200000
Twins (1988);2000000;1200000
Leo (Tamil) (2023);3300000;1200000
Ejen Ali: The Movie;2000000;1200000
BlacKkKlansman;2500000;1200000
Sin City (2005);2500000;1200000
CTRL;1900000;1200000
Team Siblings // Kardeş Takımı;2000000;1200000
Untold: Johnny Football;1400000;1200000
In Darkness;2100000;1200000
La belle étincelle;1700000;1200000
La ley de Herodes;2500000;1200000
OMG 2;3100000;1200000
Oflu Hoca 4;1900000;1200000
K-9 (1989);2000000;1200000
Sierra Burgess Is a Loser;2000000;1200000
Good Grief;2000000;1200000
Twin Murders: the Silence of the White City // El silencio de la ciudad blanca;2300000;1200000
Paw Patrol: Jet to the Rescue;900000;1200000
The Lost Daughter;2500000;1200000
Held Hostage in My House;1800000;1200000
A League of Their Own (1992);2600000;1200000
My Daughter’s Killer // L'assassin de ma fille;1600000;1200000
Rambut Kafan;1900000;1200000
Satan // Satanás;1900000;1200000
Alive (1993);2600000;1200000
All Inclusive (2019);1900000;1200000
All About Suomi // スオミの話をしよう;2200000;1200000
Alienoid: Return to the Future // 외계+인 2부;2400000;1200000
Get Him to the Greek;2200000;1200000
Gimme Shelter (2013);2000000;1200000
As Good as It Gets (1997);2800000;1200000
Around the World in 80 Days (2004);2200000;1200000
The Culprit // 진범;2000000;1200000
The Lovebirds;1700000;1200000
The Clovehitch Killer;2200000;1200000
Rumor Has It... (2005);1900000;1200000
Where the Tracks End // El último vagón;2000000;1200000
The Baytown Outlaws;2000000;1200000
The Bad Batch;2300000;1200000
Noise // 노이즈;1900000;1200000
Gnomeo and Juliet;1700000;1200000
Mortal Kombat (2021);2100000;1200000
Mom (2017);2700000;1200000
Anpanman: Hiyarico and Baby Baikinman // 映画 それいけ! アンパンマン ヒヤ・ヒヤ・ヒヤリコとばぶ・ばぶ・ばいきんまん;400000;1200000
Sin and Evil // 罪と悪;2300000;1200000
The Boy Next Door;1700000;1200000
A Fortunate Man // Lykke-Per;3400000;1200000
Dilan 1983;2300000;1200000
Dolemite Is My Name;2300000;1200000
Phenomena // Fenómenas;1900000;1200000
Bordertown: Mural Murders // Sorjonen: Muraalimurhat;2100000;1200000
The Matrix Reloaded;2700000;1200000
Leatherface;1700000;1200000
The Duchess (2008);2100000;1200000
The Crow (1994);2100000;1200000
Indecent Proposal;2300000;1200000
Parthenope;2800000;1200000
Code Name: Emperor // Código: Emperador;2100000;1200000
Suffocating Love // 愛的噩夢 // 爱的噩梦;1900000;1200000
The Walk (2015);2500000;1200000
The Pianist (2002);3000000;1200000
Mr. Blake at Your Service! // Complètement cramé;2100000;1200000
Virus // 바이러스;2000000;1200000
Anpanman: Handgames with Songs, Anpanman and a Treasure in the Forest // 映画 それいけ! アンパンマン うたっててあそび アンパンマンともりのたから;400000;1200000
The Bone Collector;2300000;1200000
Nightbooks;2000000;1200000
Dirty Kids // Sales gosses;1700000;1200000
Cindy la Regia;2200000;1200000
Your Lucky Day;1900000;1200000
Love at First Kiss // Eres tú;1900000;1200000
P.S. I Love You;2700000;1200000
I Wish You Had Told Me // Sana Sinabi Mo;2100000;1200000
The Perfumier // Der Parfumeur;1800000;1200000
The End of Evangelion // 新世紀エヴァンゲリオン 劇場版 Air/まごころを、君に;1600000;1200000
Words Bubble Up Like Soda Pop // サイダーのように言葉が湧き上がる;1700000;1200000
Anpanman: Handgames: Anpanman And Naughty Ghost // 映画 それいけ! アンパンマン みんなでてあそび アンパンマンといたずらオバケ;400000;1200000
Annihilation;2300000;1200000
Notebook // नोटबुक;2100000;1200000
Snowpiercer (2013);2400000;1200000
So Much Love to Give // Corazón loco;2200000;1200000
My Father's Violin // Babamın Kemanı;2300000;1200000
Flipped (2010);1800000;1200000
Field of Dreams;2200000;1200000
Five Star Princess // Putri Bintang Lima;1700000;1200000
My All American;2300000;1200000
Like a Boss (2020);1700000;1200000
Lifemark;2100000;1200000
What Lies Beneath (2000);2700000;1200000
Detective Conan the Movie: Private Eye in the Distant Sea // 劇場版 名探偵コナン 絶海の探偵;2100000;1200000
Addicted (2014);2000000;1200000
One Piece Film Z;2100000;1200000
Ouija (2014);1800000;1200000
Sunset Sunrise // サンセット・サンライズ;2800000;1200000
Failure to Launch;2000000;1200000
Babylon (2022);3800000;1200000
Moxie;2300000;1200000
Tag (2018);2000000;1200000
Something in the Water (2024);1700000;1200000
The Haunted Hotel // Panggonan Wingit;2200000;1200000
Cellular;1800000;1200000
How to Be Really Bad // Meine teuflisch gute Freundin;1900000;1200000
The Iceman;2000000;1100000
The Seven Deadly Sins: Grudge of Edinburgh Part 2 // 七つの大罪 怨嗟のエジンバラ 後編;1000000;1100000
2012;2900000;1100000
Abduction (2011);2000000;1100000
Abducted in Plain Sight;1700000;1100000
The Hungover Games;1600000;1100000
The International;2100000;1100000
BLACKPINK: Light Up the Sky;1500000;1100000
Hypnotic (2023);1700000;1100000
Hunter x Hunter: The Last Mission // 劇場版 Hunter × Hunter: The Last Mission;1700000;1100000
The Taking of Pelham 123 (2009);2000000;1100000
Son of Cain // Fill de Caín;1600000;1100000
Don 2 // डॉन 2;2800000;1100000
Nausicaä of the Valley of the Wind // 風の谷のナウシカ;2100000;1100000
The Specialist (1994);2000000;1100000
The Purge (2013);1500000;1100000
Skywalkers: A Love Story;1800000;1100000
Marry Christmas;1500000;1100000
Do the Mæth // Na Plech;1800000;1100000
Hudson Hawk;1900000;1100000
Laal Singh Chaddha // लाल सिंह चड्ढा;2900000;1100000
Flat Girls // แฟลตเกิร์ล ชั้นห่างระหว่าง เ ร า;2400000;1100000
Flower Girl (2025);1300000;1100000
Detective Conan the Movie: Captured in Her Eyes // 劇場版 名探偵コナン 瞳の中の暗殺者;1800000;1100000
Dhoom: 2 // धूम: 2;2800000;1100000
Dhoom: 3 // धूम: 3;3000000;1100000
Devil on Campus: The Larry Ray Story;1600000;1100000
Millionaire // Millonario;1900000;1100000
Ha Gom: The Darkness of the Soul // ห่าก้อม;1600000;1100000
Murder to Mercy: The Cyntoia Brown Story;1800000;1100000
Mrs. Chatterjee vs Norway // मिसेज़ चैटर्जी vs नॉर्वे;2400000;1100000
How I Fell in Love with a Gangster // Jak pokochałam gangstera;3400000;1100000
The Judge (2014);2400000;1100000
Bibi & Tina: Girls Versus Boys // Bibi & Tina: Mädchen gegen Jungs;2000000;1100000
Detective Conan the Movie: Eleventh Striker // 劇場版 名探偵コナン 11人目のストライカー;2000000;1100000
Drive // ड्राइव;2000000;1100000
Upstream // 逆行人生;2400000;1100000
Hitman: Agent 47;1700000;1100000
Braveheart;3200000;1100000
The Accidental Twins // Hermanos por accidente;1600000;1100000
State of Alabama vs. Brittany Smith;800000;1100000
Still Time // Era ora;2000000;1100000
The Book Club Murders;1600000;1100000
Shabab Albomb // شباب البُومْب;1900000;1100000
Wonder Woman 1984;2700000;1100000
Gigantes;1700000;1100000
An Affair to Remember;2100000;1100000
Stolen Vacation // Viaje todo robado;1700000;1100000
Os Homens São de Marte… e É pra Lá que Eu Vou! // Homens são de Marte e prá lá que eu vou;1900000;1100000
Orphan (2009);2200000;1100000
Vampires vs. the Bronx;1600000;1100000
Platoon;2200000;1100000
Hard Days // 最後まで行く;2000000;1100000
Rust Creek;1900000;1100000
Land (2021);1700000;1100000
Crypto Man // 폭락;1900000;1100000
Cult of Chucky;1700000;1100000
Baahubali: The Beginning (Hindi Version) // बाहुबली: एक शुरुआत;2900000;1100000
Lust Stories 2 // लस्ट स्टोरीज़ 2;2500000;1100000
Close (2022);2000000;1100000
Detective Conan the Movie: The Fourteenth Target // 劇場版 名探偵コナン 14番目の標的;1800000;1100000
Detective Conan the Movie: The Last Wizard of the Century // 劇場版 名探偵コナン 世紀末の魔術師;1800000;1100000
Detective Conan the Movie: The Lost Ship in the Sky // 劇場版 名探偵コナン 天空の難破船;1900000;1100000
Detective Conan the Movie: The Time-Bombed Skyscraper // 劇場版 名探偵コナン 時計じかけの摩天楼;1800000;1100000
Crayon Shin-chan the Movie: Serious Battle! Robot Dad Strikes Back // 映画クレヨンしんちゃん ガチンコ! 逆襲のロボとーちゃん;1700000;1100000
Audrie & Daisy;1900000;1100000
Call Me Chihiro // ちひろさん;2400000;1100000
Cold Meat;1700000;1100000
Mark of the Devil // La marca del demonio;1400000;1100000
The Paper Tigers;2000000;1100000
True Grit (2010);2000000;1100000
Recep Ivedik 4;2100000;1100000
Revolver Rita;2600000;1100000
Johnny English;1500000;1100000
Camping (2006);1800000;1100000
Luccas Neto em: Acampamento de Férias 3;2200000;1100000
Luccas Neto em: Duas Babás Muito Esquisitas;1500000;1100000
A Perfect Fit;2200000;1100000
Moms' Night Out;1700000;1100000
Jagame Thandhiram;2900000;1100000
Tank;2000000;1100000
The Angel;2100000;1100000
Sin cobertura;1800000;1100000
Swades // स्वदेस: हम लोग;3600000;1100000
Santana;1900000;1100000
A Soweto Love Story;1900000;1100000
Perfect Strangers (2018) // Perfectos desconocidos;1900000;1100000
Perdida (2019);2000000;1100000
Piece by Piece (2024);1700000;1100000
Deception - Round D Corner // धोखा - राउंड द कॉर्नर;2000000;1100000
Untold: Malice at the Palace;1200000;1100000
Battle;1900000;1100000
The Client List (2010);1700000;1100000
Into the Beat // Into the Beat - Dein Herz tanzt;1900000;1100000
Murder by Numbers (2002);2100000;1100000
Buddies from the Neighborhood // Mahalleden Arkadaslar;1700000;1100000
The Stringer: The Man Who Took The Photo;1900000;1100000
Running with the Devil: The Wild World of John McAfee;1800000;1100000
Burnt;1900000;1100000
The Legend of the Chupacabra // La leyenda del Chupacabras;1500000;1100000
The Price of Family // Natale a tutti i costi;1700000;1100000
Spencer (2021);2200000;1100000
The Occupant // Hogar;1900000;1100000
The Craft;1800000;1100000
Christopher – A Beautiful Real Life;1700000;1100000
Partiu América;1800000;1100000
Squared Love All Over Again // Miłość do kwadratu jeszcze raz;1800000;1100000
Saw;1900000;1100000
Three Thousand Years of Longing;2100000;1100000
Blade II;2200000;1100000
Unsung Hero (2024);2100000;1100000
Farmer’s Bride;1800000;1100000
Lísàbí: A Legend Is Born;1700000;1100000
Crack: Cocaine, Corruption & Conspiracy;1600000;1100000
Assalamualaikum Beijing 2: Lost in Ningxia;2000000;1100000
Wallace & Gromit: The Curse of the Were-Rabbit;1600000;1100000
Simona Kossak;1900000;1100000
With Open Arms // À bras ouverts;1700000;1100000
Babah;2400000;1100000
Wind Chill;1600000;1100000
Just Like a Christmas Movie;1700000;1100000
Father of the Bride (1991);1900000;1100000
Oh, Hi!;1800000;1100000
Royally Yours, This Christmas;1700000;1100000
The Great Raid;2500000;1100000
A Sacrifice;1800000;1100000
Unstoppable // 성난황소;2200000;1100000
Empire Records;1600000;1100000
Porco Rosso // 紅の豚;1700000;1100000
William Tell (2024);2400000;1100000
Ex Machina;2100000;1100000
The Company Men;1800000;1100000
My Boo // อนงค์;2300000;1100000
Basic Instinct;2300000;1100000
The Claus Family 3 // De Familie Claus 3;1300000;1100000
The Butterfly House // Pernikahan Arwah;1800000;1100000
Boy Kills World;2100000;1100000
Still Alice;1900000;1100000
In His Shadow // Le Roi des ombres;1700000;1100000
A Night at the Roxbury;1600000;1100000
In Family I Trust // Gente que viene y bah;1800000;1100000
Cado dalle Nubi;1800000;1100000
Carandiru;2700000;1100000
Circle (2015);1500000;1100000
Because of Winn-Dixie;2000000;1100000
Silenced // 도가니;2300000;1100000
Eileen;1800000;1100000
Kuyang;1800000;1100000
Blade: Trinity;2100000;1100000
Black Island // Schwarze Insel;2000000;1100000
Bizim Köyün Şarkısı;1800000;1100000
Rear Window;2100000;1100000
Errementari: The Blacksmith and the Devil // Errementari;1800000;1100000
The Train of Death // Kereta Berdarah;2000000;1100000
Mia (2023);2000000;1100000
The Visit (2015);1700000;1100000
The Rookie (1990);2300000;1100000
Student of the Year;2600000;1100000
The Outrun;2000000;1100000
Eraser;2200000;1100000
DeAr (2024);2400000;1100000
Jerry Maguire;2500000;1100000
UnBroken (2025);1800000;1100000
The Tasters // Die Vorkosterinnen;2300000;1100000
Doraemon The Movie: Nobita's Sky Utopia // 映画ドラえもん のび太と空の理想郷(ユートピア);2000000;1100000
Manhunt: The Liar, the Thief, the Conman;1200000;1100000
Made in Bali;1700000;1100000
Doti - Tumbal Ilmu Hitam;1500000;1100000
The Devil's Own;2000000;1100000
Fire in Paradise;800000;1100000
Dear Zindagi // डियर ज़िंदगी;2600000;1100000
Rafadan Crew: Hayrimator // Rafadan Tayfa Hayrimatör;1700000;1100000
Doraemon the Movie: Nobita's New Dinosaur // 映画ドラえもん のび太の新恐竜;2000000;1100000
Don't Call it Mystery: The Movie // ミステリと言う勿れ;2300000;1100000
Better Watch Out;1600000;1100000
Annie (1982);2300000;1100000
Hot Tub Time Machine;1800000;1100000
30 Minutes or Less;1600000;1100000
Hotel Bitcoin;1800000;1100000
I Am Not a Rapist;800000;1100000
Černák;1900000;1100000
Radin!;1700000;1100000
Resident Evil: Welcome to Raccoon City;1800000;1000000
My Penguin Friend;1500000;1000000
The Boss Baby: Family Business;1800000;1000000
Bend It Like Beckham;1800000;1000000
The Expendables 2;1700000;1000000
Dancing Village : The Curse Begins // Badarawuhi Di Desa Penari;2200000;1000000
Daddy Daughter Trip;1600000;1000000
DEVO;1600000;1000000
Seoul Vibe // 서울대작전;2300000;1000000
Senna: No Fear, No Limits, No Equal;1700000;1000000
U-571;1900000;1000000
Friday Night Lights (2004);2000000;1000000
Friendly Fire (2024);1600000;1000000
An American Crime;1500000;1000000
Women on the Edge // No me rompan;1600000;1000000
The Divergent Series: Insurgent;1800000;1000000
Double World // 征途;1700000;1000000
The Sweetest Thing;1500000;1000000
Not Another Teen Movie;1500000;1000000
Kurup (Hindi);2400000;1000000
Kung Fu Jungle // 一個人的武林 // 一个人的武林;1700000;1000000
The Yin-Yang Master: Dream Of Eternity // 陰陽師: 晴雅集 // 阴阳师: 晴雅集;2200000;1000000
The Remaining;1400000;1000000
Jingle All the Way 2;1500000;1000000
Extremis;400000;1000000
In the Game // La Finale;1300000;1000000
Ouija: Origin of Evil;1600000;1000000
The Fakenapping // رهين;1400000;1000000
Erdal İle Ece 2;1700000;1000000
Everything Everywhere All at Once;2300000;1000000
Show Dogs;1600000;1000000
Baby Ruby;1500000;1000000
Wasp Network;2200000;1000000
THE FABLE: The Killer Who Doesn't Kill // ザ・ファブル 殺さない殺し屋;2300000;1000000
Black Bag;1600000;1000000
Red Riding Trilogy: Part 1: 1974;1800000;1000000
Cadaver // Kadaver;1400000;1000000
Long Shot (2019);2100000;1000000
The Call (2013);1600000;1000000
Maje;1100000;1000000
He's Just Not That Into You;2100000;1000000
Roxanne Roxanne;1600000;1000000
A Presepada;700000;1000000
My Spy;1600000;1000000
Sayap-Sayap Patah 2: Olivia;1900000;1000000
Alles op tafel;1700000;1000000
Pride and Prejudice and Zombies;1800000;1000000
Wild Things (1998);1700000;1000000
Rosa Peral's Tapes // Las cintas de Rosa Peral;1400000;1000000
Hatching // Pahanhautoja;1500000;1000000
Middle School: The Worst Years of My Life;1400000;1000000
Mirreyes vs Godinez // Mirreyes contra Godínez;1900000;1000000
Shiny_Flakes: The Teenage Drug Lord;1500000;1000000
Mad of Madness // Angkara Murka;1400000;1000000
L’amore, in Teoria;1700000;1000000
That Kind of Love;2300000;1000000
Ransom (1996);2100000;1000000
Asterix: The 12 Tasks // Les douze travaux d'Astérix;1400000;1000000
Creep 2;1200000;1000000
The Assailant // Besouro;1500000;1000000
Bordertown (2006);1800000;1000000
Untamed Royals // Príncipes salvajes;1600000;1000000
Father of the Bride: Part II;1800000;1000000
Victim/Suspect;1700000;1000000
The Crow: City of Angels;1400000;1000000
Astérix: The Mansion of the Gods // Astérix: Le domaine des dieux;1500000;1000000
Geng: The Adventure Begins // Geng: Pengembaraan bermula;1600000;1000000
Three Too Many // Tre di troppo;1800000;1000000
The Crimes That Bind // Crímenes de familia;1700000;1000000
The Devil's Advocate (1997);2500000;1000000
Anpanman: Nanda and Runda from Star of Toys // 映画 それいけ! アンパンマン おもちゃの星のナンダとルンダ;1000000;1000000
Security;2000000;1000000
Lohusa;1800000;1000000
Lobola Man;1800000;1000000
Sweet Family // Dulce Familia;1600000;1000000
